mat_alu,nome,dat_entrada,cotista
794,LEUDE,2022-06-11,N
795,ARILDA,2022-06-11,N
796,ALZENEIDE,2022-06-11,N
797,EDVARDE,2022-06-11,S
798,ROANI,2022-06-11,N
799,IDELFONCIO,2022-06-11,S
800,JOCIMARE,2022-06-11,N
801,ADILCEIA,2022-06-11,N
802,SONILSON,2022-06-11,N
803,JOELMIR,2022-06-11,S
804,LEOMARCIO,2022-06-11,N
805,ORELIO,2022-06-11,N
806,HANRY,2022-06-11,S
807,NALU,2022-06-11,N
808,EDILA,2022-06-11,N
809,MITIO,2022-06-11,N
810,JALDINETE,2022-06-11,N
811,GILVANI,2022-06-11,N
812,FRANCHESCA,2022-06-11,N
813,TAKAK,2022-06-11,N
814,NIZIO,2022-06-11,S
815,MESAQUE,2022-06-11,S
816,KEROLLY,2022-06-11,S
817,JANANE,2022-06-11,N
818,ELISZANGELA,2022-06-11,N
819,MARINILTON,2022-06-11,N
820,AURENILDES,2022-06-11,S
821,AGLENILSON,2022-06-11,S
822,MONIZZE,2022-06-11,N
823,RUBERVAL,2022-06-11,N
824,VANDELINA,2022-06-11,S
825,KEMUEL,2022-06-11,S
826,EDILEUDA,2022-06-11,S
827,ELZANIRA,2022-06-11,S
828,ZENIUDA,2022-06-11,S
829,ERSIO,2022-06-11,N
830,DEUSDELIO,2022-06-11,S
831,MASSAO,2022-06-11,S
832,GERSE,2022-06-11,N
833,ARIVELTO,2022-06-11,S
834,WALLEF,2022-06-11,S
835,ONORIVAL,2022-06-11,N
836,WEDNEY,2022-06-11,N
837,JOSSILENE,2022-06-11,N
838,VLADISON,2022-06-11,N
839,WARLENE,2022-06-11,S
840,KETENY,2022-06-11,S
841,NISO,2022-06-11,N
842,IAGO,2022-06-11,S
843,GISANA,2022-06-11,S
844,RIENE,2022-06-11,S
845,MAGUIDA,2022-06-11,S
846,CLARENCE,2022-06-11,S
847,GEANA,2022-06-11,N
848,AGUIMAR,2022-06-11,N
849,GESLANE,2022-06-11,S
850,EDMARCIO,2022-06-11,N
851,SUELE,2022-06-11,N
852,EDVANI,2022-06-11,N
853,IMAR,2022-06-11,N
854,ARIVANEIDE,2022-06-11,N
855,JORDI,2022-06-11,S
856,ISLAN,2022-06-11,N
857,ISLLANY,2022-06-11,N
858,GEISA,2022-06-11,N
859,WILTOMAR,2022-06-11,S
860,FRANCICARLA,2022-06-11,N
861,ELIES,2022-06-11,S
862,NENA,2022-06-11,S
863,ELIAB,2022-06-11,N
864,KIVIA,2022-06-11,S
865,TARCIELI,2022-06-11,N
866,NEIME,2022-06-11,N
867,SIENA,2022-06-11,S
868,NELSO,2022-06-11,S
869,MAIRANA,2022-06-11,N
870,ISALDINO,2022-06-11,N
871,LUCILANGE,2022-06-11,S
872,HUBERT,2022-06-11,N
873,ARMINDA,2022-06-11,S
874,MARCLEIDSON,2022-06-11,N
875,ROSIMARI,2022-06-11,S
876,JOSELAINE,2022-06-11,S
877,EVELLY,2022-06-11,N
878,TEONE,2022-06-11,N
879,EDINIVALDO,2022-06-11,S
880,WELERSSON,2022-06-11,N
881,ELENICE,2022-06-11,N
882,ELIZETI,2022-06-11,S
883,DARINALVA,2022-06-11,S
884,LUCIEN,2022-06-11,S
885,EDUVALDO,2022-06-11,N
886,FRANCINEI,2022-06-11,S
887,ROSILMA,2022-06-11,S
888,KAILANE,2022-06-11,N
889,EPIFANIO,2022-06-11,S
890,ARLEUDO,2022-06-11,N
891,KEMILI,2022-06-11,N
892,ELEN,2022-06-11,N
893,DIRCEO,2022-06-11,S
894,EME,2022-06-11,S
895,WORLEY,2022-06-11,S
896,VARDILENE,2022-06-11,N
897,NEIVO,2022-06-11,S
898,LIBENCIO,2022-06-11,S
899,ARNOUD,2022-06-11,S
900,NAZINETE,2022-06-11,S
901,IORRANE,2022-06-11,N
902,ADRESON,2022-06-11,S
903,JOVIANI,2022-06-11,N
904,SEDIMAR,2022-06-11,N
905,CIRLENI,2022-06-11,S
906,GEANI,2022-06-11,S
907,DAFNE,2022-06-11,S
908,PETRIUS,2022-06-11,N
909,VALDIZA,2022-06-11,S
910,EZIRA,2022-06-11,S
911,ALISON,2022-06-11,S
912,LEIDE,2022-06-11,S
913,KATHELLYN,2022-06-11,N
914,ORADIA,2022-06-11,N
915,ROSANE,2022-06-11,N
916,VANDEILZA,2022-06-11,N
917,ODINO,2022-06-11,S
918,ICTOR,2022-06-11,N
919,GLEIDSTON,2022-06-11,S
920,MAURICLEIA,2022-06-11,N
921,JORCELI,2022-06-11,N
922,NALIN,2022-06-11,N
923,VITURINO,2022-06-11,N
924,ARISTO,2022-06-11,N
925,MARISI,2022-06-11,S
926,ANGELICA,2022-06-11,S
927,DAZIA,2022-06-11,S
928,LEIDJANE,2022-06-11,N
929,ICARO,2022-06-11,N
930,LEDSON,2022-06-11,N
931,TOSHIYUKI,2022-06-11,S
932,ADACIL,2022-06-11,S
933,EDILO,2022-06-11,S
934,IVANILDA,2022-06-11,N
935,JORLEI,2022-06-11,N
936,WALTENO,2022-06-11,S
937,AVANE,2022-06-11,S
938,WADISON,2022-06-11,N
939,OZENIR,2022-06-11,N
940,CAXIAS,2022-06-11,N
941,ROSILDO,2022-06-11,S
942,DANATIELE,2022-06-11,N
943,ENTONI,2022-06-11,S
944,DULCE,2022-06-11,N
945,CLECIO,2022-06-11,S
946,WENGTON,2022-06-11,S
947,AMABILIO,2022-06-11,S
948,DELZARINA,2022-06-11,S
949,ALAOR,2022-06-11,S
950,VALCIRIO,2022-06-11,S
951,ARQUILINO,2022-06-11,N
952,ERMESSON,2022-06-11,S
953,EVERILDES,2022-06-11,N
954,GEUSIVAN,2022-06-11,N
955,OLESIA,2022-06-11,S
956,ULISSES,2022-06-11,N
957,JUSENE,2022-06-11,S
958,STERFANE,2022-06-11,N
959,SELSI,2022-06-11,S
960,ONIRCE,2022-06-11,N
961,SHERLENE,2022-06-11,S
962,LORINDA,2022-06-11,N
963,DAIRLA,2022-06-11,N
964,MONIE,2022-06-11,S
965,EFA,2022-06-11,N
966,BARUQUE,2022-06-11,N
967,DALMIR,2022-06-11,N
968,KATILAINE,2022-06-11,N
969,CAROLINE,2022-06-11,S
970,NIDIO,2022-06-11,S
971,ROSENILDES,2022-06-11,N
972,JOSEILSON,2022-06-11,N
973,ANAISA,2022-06-11,S
974,ZALDIRENE,2022-06-11,S
975,ALBANETE,2022-06-11,S
976,ALMERINDA,2022-06-11,S
977,CINTIA,2022-06-11,N
978,ABILIO,2022-06-11,S
979,NILS,2022-06-11,N
980,TIANO,2022-06-11,S
981,MILEIDE,2022-06-11,N
982,JARMERSON,2022-06-11,S
983,LUCILANDIO,2022-06-11,S
984,TAIWAN,2022-06-11,S
985,ABDER,2022-06-11,N
986,RAZIEL,2022-06-11,S
987,RAIAME,2022-06-11,S
988,IRANI,2022-06-11,S
989,RUDVAL,2022-06-11,S
990,LUCENILTON,2022-06-11,S
991,ERNANIS,2022-06-11,N
992,IRAPUAN,2022-06-11,S
993,ILARINA,2022-06-11,N
994,EDIVALDI,2022-06-11,N
995,AIRTON,2022-06-11,S
996,DORIAN,2022-06-11,N
997,JULHA,2022-06-11,S
998,BENETI,2022-06-11,S
999,KAITON,2022-06-11,S
1000,VILIAN,2022-06-11,S
1001,EDERLAN,2022-06-11,N
1002,WALDIR,2022-06-11,S
1003,JOSELMA,2022-06-11,S
1004,KESLIN,2022-06-11,S
1005,DELZUITE,2022-06-11,N
1006,UADSON,2022-06-11,N
1007,JOSIVAGNER,2022-06-11,S
1008,WILLY,2022-06-11,S
1009,LILIELE,2022-06-11,N
1010,VIRLANI,2022-06-11,N
1011,ITALO,2022-06-11,N
1012,JOSSI,2022-06-11,N
1013,GESIVALDO,2022-06-11,S
1014,DIEMERSON,2022-06-11,S
1015,URSSULA,2022-06-11,N
1016,ELISEU,2022-06-11,S
1017,MILITANA,2022-06-11,N
1018,DILENI,2022-06-11,N
1019,JAMACI,2022-06-11,N
1020,MIRELIA,2022-06-11,S
1021,ROSELI,2022-06-11,S
1022,PULQUERIO,2022-06-11,N
1023,LAERCIA,2022-06-11,N
1024,DIDACO,2022-06-11,N
1025,LILIANO,2022-06-11,S
1026,ADER,2022-06-11,N
1027,MAXIMIRO,2022-06-11,N
1028,CELIDONIA,2022-06-11,S
1029,ELQUE,2022-06-11,S
1030,WILLAMS,2022-06-11,N
1031,MARINES,2022-06-11,S
1032,LUSANDRO,2022-06-11,S
1033,JOSEDIR,2022-06-11,N
1034,TATSUMI,2022-06-11,S
1035,MARIANA,2022-06-11,S
1036,MARCLENIA,2022-06-11,N
1037,MESIA,2022-06-11,N
1038,ERLAINE,2022-06-11,S
1039,GECILAINE,2022-06-11,S
1040,RAMILDO,2022-06-11,S
1041,LIDNALVA,2022-06-11,N
1042,TIELE,2022-06-11,N
1043,IVANESA,2022-06-11,N
1044,TEODOMIRA,2022-06-11,N
1045,EVILA,2022-06-11,S
1046,ARLEI,2022-06-11,S
1047,OSVANILDE,2022-06-11,S
1048,CLEISA,2022-06-11,S
1049,MIRACI,2022-06-11,N
1050,GILSEMARA,2022-06-11,S
1051,DORISANDRA,2022-06-11,N
1052,SAIONARA,2022-06-11,N
1053,SIRLEDE,2022-06-11,N
1054,JECIARA,2022-06-11,S
1055,SORAI,2022-06-11,S
1056,EZINHO,2022-06-11,N
1057,JARINA,2022-06-11,S
1058,ANARIA,2022-06-11,S
1059,IGOR,2022-06-11,N
1060,IVANIRA,2022-06-11,N
1061,JANAINA,2022-06-11,N
1062,ENIVALDA,2022-06-11,N
1063,ADNILZA,2022-06-11,N
1064,GUACIARA,2022-06-11,N
1065,SANIA,2022-06-11,N
1066,DACI,2022-06-11,N
1067,LILI,2022-06-11,N
1068,EDILTO,2022-06-11,S
1069,GERLI,2022-06-11,S
1070,CLADISMAR,2022-06-11,S
1071,LAISSON,2022-06-11,S
1072,JANICE,2022-06-11,N
1073,INAIDE,2022-06-11,S
1074,NAIO,2022-06-11,N
1075,LICILENE,2022-06-11,N
1076,MOREIRA,2022-06-11,S
1077,DELIO,2022-06-11,N
1078,BENTINHO,2022-06-11,S
1079,MAIKSUEL,2022-06-11,S
1080,ISLENA,2022-06-11,N
1081,LOSIVAL,2022-06-11,S
1082,SANDILA,2022-06-11,N
1083,DANUZIA,2022-06-11,S
1084,LAURIVAN,2022-06-11,N
1085,EDJANILSON,2022-06-11,N
1086,GRAICY,2022-06-11,N
1087,TANIRA,2022-06-11,S
1088,CELIRIO,2022-06-11,S
1089,RODRIGUE,2022-06-11,N
1090,KELI,2022-06-11,S
1091,KESI,2022-06-11,N
1092,GEORGINES,2022-06-11,N
1093,DELAIS,2022-06-11,N
1094,SULIETE,2022-06-11,S
1095,RAILA,2022-06-11,N
1096,LEOZINA,2022-06-11,N
1097,ALBION,2022-06-11,N
1098,GENI,2022-06-11,S
1099,DALCIONEI,2022-06-11,S
1100,DARLEN,2022-06-11,N
1101,LUCICLEUMA,2022-06-11,N
1102,JOSIVANDRO,2022-06-11,S
1103,EMILIO,2022-06-11,S
1104,VALTENE,2022-06-11,N
1105,EMELINE,2022-06-11,S
1106,LENEN,2022-06-11,N
1107,EZEQUIELI,2022-06-11,N
1108,ONORINDO,2022-06-11,N
1109,MAELLY,2022-06-11,N
1110,KERIMAN,2022-06-11,N
1111,AXSON,2022-06-11,S
1112,DEUSONETE,2022-06-11,N
1113,ALMERITA,2022-06-11,N
1114,GOSME,2022-06-11,N
1115,RAIELLY,2022-06-11,N
1116,ELIZAIANE,2022-06-11,S
1117,ELOANE,2022-06-11,N
1118,ENI,2022-06-11,S
1119,KELIANI,2022-06-11,N
1120,CARLEANI,2022-06-11,N
1121,KATILCIA,2022-06-11,N
1122,WANOR,2022-06-11,N
1123,INAURO,2022-06-11,S
1124,LEOMIL,2022-06-11,S
1125,ELZIMAR,2022-06-11,S
1126,STEPHANIE,2022-06-11,N
1127,ADVINO,2022-06-11,S
1128,BLENIO,2022-06-11,N
1129,MARCELI,2022-06-11,S
1130,GABRIELE,2022-06-11,S
1131,RONEN,2022-06-11,S
1132,NATILDES,2022-06-11,N
1133,KIVIA,2022-06-11,S
1134,KELVE,2022-06-11,N
1135,MICHELA,2022-06-11,S
1136,KENNEDY,2022-06-11,N
1137,JOCIELLY,2022-06-11,N
1138,WELESON,2022-06-11,S
1139,DEJAILDA,2022-06-11,S
1140,CILENO,2022-06-11,N
1141,NILSEU,2022-06-11,N
1142,ZELITE,2022-06-11,S
1143,URCULA,2022-06-11,N
1144,IRIANI,2022-06-11,N
1145,IGLESON,2022-06-11,S
1146,MIEKA,2022-06-11,N
1147,DEUSIENE,2022-06-11,S
1148,ABISSALAO,2022-06-11,N
1149,EMIA,2022-06-11,N
1150,FRANCIEUDE,2022-06-11,N
1151,FRODOALDO,2022-06-11,S
1152,ATEF,2022-06-11,N
1153,JOISSE,2022-06-11,S
1154,DALILA,2022-06-11,N
1155,NADEGI,2022-06-11,N
1156,JAQUELI,2022-06-11,S
1157,IAGO,2022-06-11,S
1158,ARAO,2022-06-11,N
1159,ELI,2022-06-11,S
1160,LUTERO,2022-06-11,S
1161,TAMILA,2022-06-11,N
1162,ROBISSON,2022-06-11,N
1163,VERANILDE,2022-06-11,N
1164,DELBORA,2022-06-11,N
1165,MAXCILENE,2022-06-11,N
1166,KATLEN,2022-06-11,S
1167,JOESIO,2022-06-11,N
1168,ADEMAIR,2022-06-11,S
1169,JOSELAINE,2022-06-11,S
1170,NELISIA,2022-06-11,N
1171,ROSENEIDE,2022-06-11,N
1172,AGDA,2022-06-11,N
1173,ISOLETE,2022-06-11,N
1174,USANA,2022-06-11,N
1175,SOLECI,2022-06-11,N
1176,MARILEIDE,2022-06-11,S
1177,BERNARDO,2022-06-11,N
1178,SIMONES,2022-06-11,S
1179,FRANKLIN,2022-06-11,S
1180,TICIANA,2022-06-11,N
1181,NATALIA,2022-06-11,S
1182,EDIRCIO,2022-06-11,S
1183,RAWLINSON,2022-06-11,S
1184,WILMAIR,2022-06-11,S
1185,ACIEL,2022-06-11,S
1186,RAIMES,2022-06-11,S
1187,DIULIANO,2022-06-11,S
1188,NEUSIVALDO,2022-06-11,S
1189,FRANCIEL,2022-06-11,S
1190,EDGLE,2022-06-11,N
1191,LEIDE,2022-06-11,N
1192,MABEL,2022-06-11,N
1193,ECIDIR,2022-06-11,S
1194,DONACIANO,2022-06-11,S
1195,GILVANISE,2022-06-11,S
1196,CELIO,2022-06-11,S
1197,VILAR,2022-06-11,N
1198,ADALRI,2022-06-11,S
1199,RENEDI,2022-06-11,N
1200,IARA,2022-06-11,N
1201,LOREN,2022-06-11,S
1202,ADJA,2022-06-11,S
1203,RAIMAR,2022-06-11,S
1204,GERACINO,2022-06-11,S
1205,JAILME,2022-06-11,N
1206,LUZANA,2022-06-11,N
1207,GISELA,2022-06-11,S
1208,ARCIRIA,2022-06-11,N
1209,ISRAELE,2022-06-11,S
1210,IANARA,2022-06-11,N
1211,ERNILSON,2022-06-11,S
1212,RONISON,2022-06-11,S
1213,WISLANA,2022-06-11,S
1214,FRANQUILI,2022-06-11,S
1215,ALMEZINA,2022-06-11,S
1216,JESSEANE,2022-06-11,N
1217,TAGNA,2022-06-11,N
1218,LAURIANE,2022-06-11,N
1219,LUDIMARA,2022-06-11,S
1220,IDAEL,2022-06-11,N
1221,MIRELI,2022-06-11,S
1222,BRENDA,2022-06-11,N
1223,ARIONALDO,2022-06-11,S
1224,DAISA,2022-06-11,S
1225,KAUE,2022-06-11,S
1226,ISAELLA,2022-06-11,S
1227,VANDELAN,2022-06-11,N
1228,VANISE,2022-06-11,N
1229,IDACIR,2022-06-11,S
1230,WENDINA,2022-06-11,N
1231,MABIA,2022-06-11,S
1232,NERACI,2022-06-11,N
1233,KARLLUS,2022-06-11,S
1234,ENARA,2022-06-11,N
1235,TAINA,2022-06-11,N
1236,VIDSON,2022-06-11,S
1237,OLENDINO,2022-06-11,S
1238,ABERLARDO,2022-06-11,N
1239,CEDIR,2022-06-11,N
1240,CREUDES,2022-06-11,N
1241,SHANA,2022-06-11,S
1242,ARAILDES,2022-06-11,S
1243,YORRA,2022-06-11,S
1244,GUARANI,2022-06-11,N
1245,ADILENA,2022-06-11,N
1246,AXCEL,2022-06-11,S
1247,SERGIOMAR,2022-06-11,N
1248,CRISTIMAR,2022-06-11,S
1249,ADRIANILSON,2022-06-11,N
1250,DULCEMAR,2022-06-11,S
1251,ELDERSON,2022-06-11,S
1252,TEUMA,2022-06-11,S
1253,DIANDRO,2022-06-11,N
1254,NATAIA,2022-06-11,N
1255,CAROLINE,2022-06-11,N
1256,EDILSO,2022-06-11,S
1257,CELIDONIA,2022-06-11,N
1258,EVELLYN,2022-06-11,N
1259,VARLENI,2022-06-11,S
1260,JUSENILDO,2022-06-11,N
1261,GILMAR,2022-06-11,S
1262,GERLANIA,2022-06-11,S
1263,IURIA,2022-06-11,N
1264,LADILSON,2022-06-11,N
1265,ALLANA,2022-06-11,S
1266,LAUDICE,2022-06-11,S
1267,NEUZITO,2022-06-11,S
1268,JARDIMIRO,2022-06-11,S
1269,DELCIDIO,2022-06-11,N
1270,NILDACI,2022-06-11,N
1271,ANARLI,2022-06-11,S
1272,JEIMES,2022-06-11,S
1273,AILA,2022-06-11,S
1274,IUCARA,2022-06-11,S
1275,GEICEANE,2022-06-11,N
1276,AUANY,2022-06-11,S
1277,LEALDINA,2022-06-11,N
1278,EUDA,2022-06-11,N
1279,DEJA,2022-06-11,N
1280,GESSIVALDO,2022-06-11,N
1281,ABDER,2022-06-11,S
1282,JOSEFI,2022-06-11,S
1283,RANIA,2022-06-11,N
1284,MAURICI,2022-06-11,N
1285,MELQUEZEDEQUI,2022-06-11,S
1286,ZIRAN,2022-06-11,N
1287,ZIPORA,2022-06-11,S
1288,DJANIR,2022-06-11,N
1289,MAITON,2022-06-11,N
1290,ADEILDE,2022-06-11,S
1291,ELOCI,2022-06-11,N
1292,MARIDETE,2022-06-11,S
1293,MACICLEIA,2022-06-11,N
1294,CHAINE,2022-06-11,S
1295,RAMILA,2022-06-11,S
1296,MADELEINE,2022-06-11,N
1297,LASZLO,2022-06-11,S
1298,JUSLAINE,2022-06-11,S
1299,VIOLETTE,2022-06-11,S
1300,LILLY,2022-06-11,S
1301,ELZI,2022-06-11,S
1302,GIRLAN,2022-06-11,S
1303,KATY,2022-06-11,S
1304,JULIO,2022-06-11,N
1305,ALDREA,2022-06-11,N
1306,EDINALDO,2022-06-11,S
1307,EDINELMA,2022-06-11,S
1308,VILLE,2022-06-11,S
1309,JORDENE,2022-06-11,N
1310,DANIEL,2022-06-11,N
1311,DEVANDO,2022-06-11,N
1312,FELIPE,2022-06-11,S
1313,LUZIMERE,2022-06-11,N
1314,DEUSIRAN,2022-06-11,S
1315,GEORGI,2022-06-11,S
1316,CIVIRINO,2022-06-11,S
1317,NATANAEL,2022-06-11,S
1318,CARMELINDA,2022-06-11,N
1319,ENEIDINA,2022-06-11,S
1320,VALDELIS,2022-06-11,S
1321,ALDO,2022-06-11,N
1322,ESTEFAN,2022-06-11,N
1323,TAYLOR,2022-06-11,S
1324,LEIDIVAN,2022-06-11,S
1325,JOSENILSON,2022-06-11,N
1326,EDELVIR,2022-06-11,S
1327,RAICA,2022-06-11,S
1328,CLAU,2022-06-11,N
1329,CHARLEANE,2022-06-11,N
1330,JOELIAS,2022-06-11,N
1331,DIONE,2022-06-11,N
1332,AQUILENE,2022-06-11,N
1333,SOLANGIO,2022-06-11,S
1334,IRACELI,2022-06-11,S
1335,VALBER,2022-06-11,S
1336,NILCICLEIA,2022-06-11,N
1337,EVELON,2022-06-11,N
1338,ALAIDES,2022-06-11,N
1339,IANIA,2022-06-11,N
1340,PERSIDA,2022-06-11,N
1341,GISELLE,2022-06-11,S
1342,DIELICA,2022-06-11,S
1343,JOSILENE,2022-06-11,N
1344,ELEN,2022-06-11,S
1345,ADNILZA,2022-06-11,S
1346,SARAI,2022-06-11,N
1347,IDAMARIA,2022-06-11,S
1348,JOITA,2022-06-11,S
1349,KAYTH,2022-06-11,N
1350,LILIANO,2022-06-11,N
1351,WIVES,2022-06-11,S
1352,LINEU,2022-06-11,N
1353,MADARA,2022-06-11,N
1354,BERNADINA,2022-06-11,S
1355,IMILIA,2022-06-11,N
1356,CARMINA,2022-06-11,S
1357,CASIANA,2022-06-11,S
1358,DEUSILANDIA,2022-06-11,S
1359,IUMA,2022-06-11,S
1360,PIETRA,2022-06-11,S
1361,IRAILZA,2022-06-11,N
1362,GILSON,2022-06-11,N
1363,ELQUE,2022-06-11,S
1364,CLEITON,2022-06-11,S
1365,MADALENA,2022-06-11,S
1366,WALLEF,2022-06-11,S
1367,JECICA,2022-06-11,S
1368,WERLEY,2022-06-11,N
1369,MERIDIANE,2022-06-11,S
1370,NIRLA,2022-06-11,S
1371,CLODONILSON,2022-06-11,N
1372,LUZIETE,2022-06-11,S
1373,KALINE,2022-06-11,N
1374,DEJA,2022-06-11,S
1375,JOECIA,2022-06-11,S
1376,DERSON,2022-06-11,S
1377,VANDERLEIA,2022-06-11,S
1378,ALESANDRA,2022-06-11,S
1379,ROSAMIR,2022-06-11,N
1380,RAFAEL,2022-06-11,S
1381,ROMENI,2022-06-11,N
1382,SIBELLE,2022-06-11,N
1383,ABDU,2022-06-11,S
1384,DINELZA,2022-06-11,S
1385,ADA,2022-06-11,S
1386,JOSIVELTON,2022-06-11,N
1387,JUTAI,2022-06-11,S
1388,FIRMA,2022-06-11,N
1389,JACENIR,2022-06-11,S
1390,JAN,2022-06-11,S
1391,ARISNALDO,2022-06-11,S
1392,GILMARE,2022-06-11,S
1393,SILMEIA,2022-06-11,S
1394,WAGNON,2022-06-11,N
1395,JARDESSON,2022-06-11,N
1396,MITSUKO,2022-06-11,S
1397,ELIODORIO,2022-06-11,S
1398,GLICIA,2022-06-11,S
1399,IVANITE,2022-06-11,N
1400,JESUINO,2022-06-11,S
1401,RANDREI,2022-06-11,N
1402,LECILDO,2022-06-11,S
1403,EDILEILA,2022-06-11,S
1404,KAYO,2022-06-11,N
1405,ISOLDE,2022-06-11,S
1406,NAZARENO,2022-06-11,N
1407,ALICIA,2022-06-11,S
1408,ALECIA,2022-06-11,N
1409,ELISAGELA,2022-06-11,N
1410,NELSI,2022-06-11,N
1411,CAIRU,2022-06-11,S
1412,TAIS,2022-06-11,S
1413,ILDEVALDO,2022-06-11,S
1414,LENISE,2022-06-11,S
1415,DAILA,2022-06-11,S
1416,MELICA,2022-06-11,S
1417,UASHINGTON,2022-06-11,S
1418,BECKENBAUER,2022-06-11,S
1419,ELANIO,2022-06-11,S
1420,ALECSSANDRO,2022-06-11,S
1421,JURAILDE,2022-06-11,N
1422,SAIARA,2022-06-11,S
1423,CLEDIVANIA,2022-06-11,N
1424,ANTONIRA,2022-06-11,S
1425,HISAKO,2022-06-11,N
1426,ALANA,2022-06-11,N
1427,GIVANICE,2022-06-11,S
1428,EDCEL,2022-06-11,S
1429,EDIMERE,2022-06-11,N
1430,JULIEL,2022-06-11,S
1431,JENIFER,2022-06-11,S
1432,DALILA,2022-06-11,N
1433,ZILDIR,2022-06-11,S
1434,LARISSIA,2022-06-11,N
1435,DINA,2022-06-11,S
1436,GERALCI,2022-06-11,S
1437,MADELEINE,2022-06-11,S
1438,SUILAN,2022-06-11,N
1439,ENZO,2022-06-11,N
1440,ERMI,2022-06-11,N
1441,DALVACI,2022-06-11,S
1442,AVANI,2022-06-11,N
1443,KATIUSSIA,2022-06-11,N
1444,AILA,2022-06-11,N
1445,IVONESIO,2022-06-11,N
1446,ANANCI,2022-06-11,S
1447,MARIZANIA,2022-06-11,N
1448,ROMILDA,2022-06-11,N
1449,OZIELMA,2022-06-11,S
1450,EDNAIR,2022-06-11,S
1451,YURIE,2022-06-11,N
1452,JOCELICE,2022-06-11,S
1453,ESDRAS,2022-06-11,N
1454,JOB,2022-06-11,N
1455,CRISTOFER,2022-06-11,N
1456,MACIONILIO,2022-06-11,N
1457,LIONESIA,2022-06-11,S
1458,VALDON,2022-06-11,N
1459,JACELINO,2022-06-11,S
1460,ALDEMAR,2022-06-11,N
1461,GIDEONI,2022-06-11,S
1462,QUIANE,2022-06-11,S
1463,ZULEICA,2022-06-11,S
1464,NORLI,2022-06-11,S
1465,SERVO,2022-06-11,S
1466,ANDRIANO,2022-06-11,S
1467,ALVINEI,2022-06-11,S
1468,IREMAR,2022-06-11,N
1469,DANIELLE,2022-06-11,S
1470,ELIANA,2022-06-11,N
1471,CENILA,2022-06-11,N
1472,UARLEN,2022-06-11,N
1473,WERIK,2022-06-11,S
1474,IDEVILSON,2022-06-11,S
1475,ALICE,2022-06-11,N
1476,GILDECI,2022-06-11,N
1477,ROSANGELA,2022-06-11,N
1478,INACIR,2022-06-11,N
1479,EGIVAL,2022-06-11,N
1480,HONORIO,2022-06-11,N
1481,EURIPIDINA,2022-06-11,S
1482,SVEN,2022-06-11,N
1483,KADIA,2022-06-11,N
1484,GENILDON,2022-06-11,N
1485,VILSSON,2022-06-11,S
1486,LUANA,2022-06-11,N
1487,ISBEL,2022-06-11,N
1488,GENISON,2022-06-11,S
1489,WALIF,2022-06-11,S
1490,DAISY,2022-06-11,N
1491,CLEITON,2022-06-11,S
1492,WILLIAN,2022-06-11,N
1493,LICIANA,2022-06-11,N
1494,IUDETE,2022-06-11,N
1495,GIDEAO,2022-06-11,S
1496,KISSILA,2022-06-11,N
1497,FOSCA,2022-06-11,S
1498,TALESSA,2022-06-11,N
1499,BRASIL,2022-06-11,N
1500,IDEUSA,2022-06-11,S
1501,ALBANIZA,2022-06-11,S
1502,GLEICIANE,2022-06-11,S
1503,ALDEANE,2022-06-11,N
1504,ADOLF,2022-06-11,S
1505,LARINDO,2022-06-11,N
1506,MARINETI,2022-06-11,N
1507,ALUISIO,2022-06-11,S
1508,ALDRIELI,2022-06-11,S
1509,RAMUNDO,2022-06-11,N
1510,MARIELE,2022-06-11,S
1511,ARAGONES,2022-06-11,S
1512,INGRA,2022-06-11,N
1513,NIRLEI,2022-06-11,N
1514,ADELEON,2022-06-11,S
1515,CLEIDSON,2022-06-11,N
1516,ADNILSON,2022-06-11,N
1517,ANDREIS,2022-06-11,S
1518,ADJANIR,2022-06-11,N
1519,ROSIERE,2022-06-11,N
1520,TOSHIE,2022-06-11,S
1521,REINER,2022-06-11,S
1522,SAMILLY,2022-06-11,N
1523,GINI,2022-06-11,S
1524,JADER,2022-06-11,N
1525,DOURILENE,2022-06-11,N
1526,CLEUSENICE,2022-06-11,N
1527,TANIA,2022-06-11,N
1528,MARAISA,2022-06-11,S
1529,AGNARA,2022-06-11,N
1530,JOSEILTON,2022-06-11,N
1531,JACKCILENE,2022-06-11,S
1532,IANCO,2022-06-11,N
1533,ARIELLY,2022-06-11,S
1534,DALILIA,2022-06-11,N
1535,AUGUST,2022-06-11,N
1536,VASCONCELO,2022-06-11,S
1537,GERSONETE,2022-06-11,N
1538,TEODORA,2022-06-11,S
1539,JULINHO,2022-06-11,N
1540,RINA,2022-06-11,S
1541,ABNOAN,2022-06-11,S
1542,IRANI,2022-06-11,N
1543,WALDENIA,2022-06-11,N
1544,DIJAILSON,2022-06-11,N
1545,AQUIS,2022-06-11,S
1546,WALDENE,2022-06-11,N
1547,DICESAR,2022-06-11,S
1548,CREILTON,2022-06-11,N
1549,EDENILZA,2022-06-11,N
1550,ANAGE,2022-06-11,N
1551,AURELIO,2022-06-11,S
1552,MAIKEU,2022-06-11,S
1553,HELIO,2022-06-11,S
1554,TARCILIO,2022-06-11,S
1555,ARINELSON,2022-06-11,S
1556,EVERLLYN,2022-06-11,N
1557,TAINARA,2022-06-11,S
1558,GESIVAN,2022-06-11,S
1559,JEMISSON,2022-06-11,N
1560,NELIO,2022-06-11,S
1561,TARIK,2022-06-11,S
